,LEMMA,freq,FORM,POSTAG,DEPREL
0,essere,269760,è,V,ROOT
2,essere,269760,è,V,conj
3,essere,269760,sarà,V,sub
4,essere,269760,fosse,V,arg
5,essere,269760,stato,V,pred
6,essere,269760,sarebbe,VA,aux
7,essere,269760,fosse,V,mod_rel
8,essere,269760,sono,VA,aux
9,essere,269760,è,VA,aux
10,essere,269760,sarà,V,ROOT
12,essere,269760,sarebbe,V,ROOT
13,essere,269760,È,V,ROOT
15,essere,269760,è,V,prep
17,essere,269760,stato,VA,aux
19,essere,269760,era,V,ROOT
25,essere,269760,sono,V,mod_rel
26,essere,269760,è,V,sub
29,essere,269760,erano,V,mod_rel
31,essere,269760,stati,VA,aux
39,essere,269760,era,V,conj
40,essere,269760,erano,V,ROOT
41,essere,269760,Sono,VA,aux
42,essere,269760,stati,V,ROOT
44,essere,269760,Era,V,ROOT
45,essere,269760,era,V,mod_rel
49,essere,269760,era,VA,aux
53,essere,269760,sia,VA,mod_rel
54,essere,269760,fossero,V,sub
56,essere,269760,stato,V,ROOT
58,essere,269760,È,VA,aux
59,essere,269760,fosse,V,aux
61,essere,269760,sono,V,sub
62,essere,269760,sono,V,ROOT
67,essere,269760,è,V,mod_rel
75,essere,269760,stata,VA,aux
77,essere,269760,fu,VA,aux
87,essere,269760,furono,V,conj
88,essere,269760,erano,V,sub
89,essere,269760,essere,V,prep
90,essere,269760,sia,V,conj
91,essere,269760,siamo,V,mod_rel
94,essere,269760,siamo,V,sub
104,essere,269760,stata,V,mod_rel
107,essere,269760,essere,V,ROOT
120,essere,269760,sarebbe,V,sub
137,essere,269760,stata,V,ROOT
146,essere,269760,essere,VA,aux
296,essere,269760,sono,V,conj
301,essere,269760,Ero,V,ROOT
310,essere,269760,Fu,V,ROOT
312,essere,269760,fu,V,ROOT
313,essere,269760,essere,VA,prep
315,essere,269760,ero,V,ROOT
316,essere,269760,sarebbe,V,arg
318,essere,269760,fosse,V,sub
322,essere,269760,esser-,V,arg
323,essere,269760,ero,V,conj
328,essere,269760,è,V,pred
331,essere,269760,sia,V,sub
341,essere,269760,esser,V,prep
344,essere,269760,è,V,arg
357,essere,269760,Sono,V,ROOT
359,essere,269760,siano,V,sub
369,essere,269760,fu,V,sub
370,essere,269760,eravamo,V,sub
373,essere,269760,fu,V,mod_rel
374,essere,269760,Erano,V,ROOT
385,essere,269760,fu,V,arg
386,essere,269760,fosse,V,ROOT
390,essere,269760,sarebbero,VA,aux
393,essere,269760,state,VA,aux
396,essere,269760,siamo,V,ROOT
422,essere,269760,essere,V,arg
429,essere,269760,erano,VA,aux
437,essere,269760,state,V,sub
438,essere,269760,era,V,sub
451,essere,269760,essendo-,V,mod
466,essere,269760,sia,V,arg
467,essere,269760,essendo,V,mod
469,essere,269760,sia,VA,aux
480,essere,269760,erano,V,conj
481,essere,269760,fosse,VA,aux
486,essere,269760,sia,V,ROOT
493,essere,269760,sia,V,mod
513,essere,269760,era,V,aux
517,essere,269760,stata,V,pred
520,essere,269760,furono,V,ROOT
545,essere,269760,è,V,mod
556,essere,269760,stato,V,conj
582,essere,269760,sarà,V,conj
628,essere,269760,saranno,V,ROOT
633,essere,269760,siano,V,mod_rel
642,essere,269760,stati,V,pred
664,essere,269760,sia,V,mod_rel
687,essere,269760,sono,V,mod
689,essere,269760,era,V,arg
716,essere,269760,fu,V,conj
721,essere,269760,essere,V,mod_rel
728,essere,269760,sono,V,arg
737,essere,269760,essere,VA,sub
756,essere,269760,sarebbero,V,mod_rel
769,essere,269760,Sarebbe,V,ROOT
772,essere,269760,Stati,V,arg
774,essere,269760,sarebbe,V,conj
778,essere,269760,sarà,V,arg
788,essere,269760,stata,V,arg
807,essere,269760,stata,V,sub
830,essere,269760,SONO,V,ROOT
834,essere,269760,essendo,V,sub
836,essere,269760,Fosse,V,prep
845,essere,269760,esser-,V,sub
853,essere,269760,essere,V,sub
869,essere,269760,Stati,V,prep
877,essere,269760,essere,V,conj
888,essere,269760,sarebbero,V,conj
899,essere,269760,stato,VA,ROOT
906,essere,269760,Siamo,V,ROOT
914,essere,269760,siamo,V,conj
927,essere,269760,fossero,V,ROOT
928,essere,269760,state,V,pred
931,essere,269760,stata,V,conj
934,essere,269760,stato,V,mod_rel
1100,essere,269760,stato,V,sub
1105,essere,269760,Era,VA,aux
1125,essere,269760,saranno,V,arg
1128,essere,269760,furono,V,mod_rel
1165,essere,269760,era,VA,mod_rel
1215,essere,269760,stati,V,mod_rel
1222,essere,269760,essere,V,subj
1279,essere,269760,sarebbero,V,prep
1286,essere,269760,sono,VA,conj
1290,essere,269760,sarebbero,V,arg
1292,essere,269760,siano,VA,aux
1320,essere,269760,siano,V,arg
1344,essere,269760,fossimo,V,sub
1345,essere,269760,saremmo,VA,aux
1349,essere,269760,essere,V,pred
1373,essere,269760,esseri,S,prep
1380,essere,269760,saranno,V,mod_rel
1386,essere,269760,siete,V,sub
1400,essere,269760,Saranno,V,ROOT
1428,essere,269760,SONO,VA,aux
1430,essere,269760,SAREBBE,VA,aux
1431,essere,269760,STATO,V,sub
1433,essere,269760,ERO,V,sub
1434,essere,269760,ERAVAMO,V,sub
1435,essere,269760,STATI,V,pred
1436,essere,269760,ERA,V,mod_rel
1437,essere,269760,SIA,V,sub
1440,essere,269760,SIAMO,V,ROOT
1444,essere,269760,siete,V,ROOT
1449,essere,269760,Sarà,V,ROOT
1490,essere,269760,siamo,VA,aux
1513,essere,269760,esser-,V,conj
1522,essere,269760,saremo,V,sub
1562,essere,269760,siano,V,ROOT
1633,essere,269760,Essere,VA,aux
1741,essere,269760,esser-,V,subj
1796,essere,269760,siano,V,mod
1808,essere,269760,è,VA,ROOT
1810,essere,269760,esser,V,ROOT
1811,essere,269760,saranno,V,conj
1848,essere,269760,siano,V,prep
1878,essere,269760,furono,V,arg
1903,essere,269760,furono,VA,aux
1958,essere,269760,sei,V,sub
2031,essere,269760,fossero,V,conj
2043,essere,269760,fosse,V,conj
2081,essere,269760,era,V,pred
2114,essere,269760,sarebbero,V,ROOT
2125,essere,269760,sarebbe,V,mod_rel
2140,essere,269760,sarò,V,ROOT
2150,essere,269760,state,V,conj
2159,essere,269760,sia,V,prep
2261,essere,269760,ERANO,V,ROOT
2275,essere,269760,ero,V,sub
2287,essere,269760,SIANO,V,ROOT
2288,essere,269760,ESSERE,V,prep
2298,essere,269760,fosse,VA,sub
2365,essere,269760,saranno,V,sub
2455,essere,269760,Siamo,VA,aux
2467,essere,269760,è,V,aux
2473,essere,269760,stato,V,prep
2506,essere,269760,Essere,V,subj
2573,essere,269760,era,VA,ROOT
2576,essere,269760,sarà,V,mod_rel
2582,essere,269760,SONO,V,conj
2583,essere,269760,SONO,V,mod_rel
2597,essere,269760,ESSERE,V,mod_rel
2644,essere,269760,Erano,VA,aux
2725,essere,269760,sarebbe,V,subj
2759,essere,269760,stati,V,sub
2764,essere,269760,stato,V,mod
2829,essere,269760,furono,V,mod
2866,essere,269760,stati,V,conj
2940,essere,269760,siamo,V,arg
2959,essere,269760,È,V,arg
3014,essere,269760,siano,V,conj
3084,essere,269760,erano,VA,mod_rel
3086,essere,269760,state,VA,mod_rel
3117,essere,269760,sarebbero,V,sub
3142,essere,269760,Fu,VA,aux
3217,essere,269760,esser-,V,prep
3245,essere,269760,fosse,V,prep
3313,essere,269760,fossero,V,subj
3378,essere,269760,Stato,V,arg
3381,essere,269760,Stati,VA,aux
3386,essere,269760,Stato,V,prep
3388,essere,269760,Furono,V,ROOT
3396,essere,269760,Stato,V,mod
3402,essere,269760,Stato,V,aux
3403,essere,269760,sarà,V,prep
3405,essere,269760,esser,V,arg
3412,essere,269760,esseri,S,subj
3475,essere,269760,fu,V,prep
3498,essere,269760,Stato,V,ROOT
3502,essere,269760,Stato,VA,aux
3584,essere,269760,essere,VA,mod_rel
3622,essere,269760,esser-,VA,aux
3627,essere,269760,siete,V,mod_rel
3634,essere,269760,Siete,V,ROOT
3686,essere,269760,Essere,V,arg
3688,essere,269760,sarò,V,arg
3689,essere,269760,sarò,V,mod_rel
3722,essere,269760,esser,V,sub
3757,essere,269760,sia,V,pred
3758,essere,269760,siamo,V,mod
3806,essere,269760,essendo,V,conj
3846,essere,269760,eravamo,V,ROOT
3927,essere,269760,fu,VA,mod_rel
3989,essere,269760,saranno,VA,aux
4033,essere,269760,ero,V,mod_rel
4196,essere,269760,è,VA,conj
4531,essere,269760,saranno,V,mod
4546,essere,269760,sarebbe,V,prep
4576,essere,269760,era,V,prep
4606,essere,269760,era,VA,conj
4658,essere,269760,saranno,V,pred
4728,essere,269760,Sei,V,arg
4744,essere,269760,sia,VA,ROOT
4803,essere,269760,stato,V,arg
4804,essere,269760,essendo,V,ROOT
4818,essere,269760,state,V,mod_rel
4826,essere,269760,fu,VA,conj
4830,essere,269760,stata,V,subj
4848,essere,269760,siete,V,conj
5082,essere,269760,eravamo,VA,aux
5159,essere,269760,è,VA,mod_rel
5201,essere,269760,furono,V,sub
5418,essere,269760,sarò,V,pred
5488,essere,269760,esser-,V,mod_rel
5504,essere,269760,fossero,V,aux
5506,essere,269760,fossero,V,mod_rel
5722,essere,269760,state,V,ROOT
5842,essere,269760,essere,V,aux
6098,essere,269760,saremmo,VA,ROOT
6130,essere,269760,furono,V,prep
6133,essere,269760,stati,VA,mod_rel
6141,essere,269760,Stato,V,conj
6208,essere,269760,STATO,VA,aux
6218,essere,269760,sei,V,ROOT
6224,essere,269760,fosse,VA,arg
6244,essere,269760,saremo,V,mod_rel
6259,essere,269760,sia,VA,subj
6295,essere,269760,Sono,V,arg
6393,essere,269760,sono,VA,mod_rel
6552,essere,269760,Era,V,conj
6560,essere,269760,Era,V,mod_rel
6696,essere,269760,SIamo,V,ROOT
6753,essere,269760,essendo,V,subj
6807,essere,269760,sarebbe,V,mod
6895,essere,269760,sono,VA,sub
6972,essere,269760,sia,V,subj
6983,essere,269760,saremo,V,ROOT
7004,essere,269760,Essere,V,conj
7005,essere,269760,essere,V,disj
7107,essere,269760,stati,V,mod
7130,essere,269760,state,VA,sub
7158,essere,269760,Eravamo,V,conj
7277,essere,269760,sarà,V,aux
7370,essere,269760,stati,V,aux
7427,essere,269760,essendo-,V,mod_rel
7681,essere,269760,siano,V,pred
7705,essere,269760,fosse,V,pred
7743,essere,269760,Stati,V,mod
7915,essere,269760,stati,V,arg
7975,essere,269760,fu,V,pred
7978,essere,269760,sono,VA,arg
7984,essere,269760,esseri,S,obj
8072,essere,269760,sei,V,mod_rel
8081,essere,269760,SIAMO,V,sub
8082,essere,269760,ESSER-,V,sub
8401,essere,269760,è,V,subj
8448,essere,269760,sono,V,prep
8535,essere,269760,SARANNO,V,ROOT
8590,essere,269760,Era,V,arg
8600,essere,269760,fossero,V,arg
8632,essere,269760,è,V,modal
8633,essere,269760,Essere,V,ROOT
8775,essere,269760,Siamo,V,arg
8891,essere,269760,Furono,VA,aux
8958,essere,269760,Eravamo,V,ROOT
8960,essere,269760,fui,VA,aux
8971,essere,269760,sarei,V,conj
9072,essere,269760,Sono,V,mod
9264,essere,269760,stato,V,subj
9323,essere,269760,saremo,V,conj
9602,essere,269760,è,VA,sub
9636,essere,269760,Essendo,V,mod
9640,essere,269760,sia,VA,mod
9709,essere,269760,saremo,V,mod
9711,essere,269760,sarà,V,mod
9776,essere,269760,erano,V,arg
9822,essere,269760,saremmo,VA,disj
9841,essere,269760,sei,VA,aux
10118,essere,269760,Sarebbero,V,ROOT
10202,essere,269760,sarai,V,conj
10229,essere,269760,sarò,V,conj
10248,essere,269760,Sono,V,aux
10250,essere,269760,sarò,V,sub
10253,essere,269760,sarei,V,sub
10293,essere,269760,eravamo,V,arg
10695,essere,269760,eravamo,V,mod_rel
10720,essere,269760,Sarò,V,ROOT
10828,essere,269760,Fosse,V,ROOT
10933,essere,269760,ero,VA,aux
10965,essere,269760,SARà,V,ROOT
11068,essere,269760,stata,V,aux
11111,essere,269760,Sarebbe,VA,aux
11174,essere,269760,era,V,mod
11300,essere,269760,STATO,V,ROOT
11414,essere,269760,erano,V,pred
11461,essere,269760,sarei,V,arg
11601,essere,269760,siamo,VA,ROOT
11699,essere,269760,Sarei,V,ROOT
11785,essere,269760,siete,V,mod
11912,essere,269760,Stati,V,subj
12052,essere,269760,esser-,V,ROOT
12093,essere,269760,Fu,V,arg
12130,essere,269760,fu,VA,ROOT
12266,essere,269760,stato,VA,sub
12301,essere,269760,state,VA,ROOT
12466,essere,269760,sono,V,subj
12470,essere,269760,siano,VA,mod_rel
12615,essere,269760,sia,VA,conj
12648,essere,269760,ERA,V,sub
12724,essere,269760,fossero,V,prep
12899,essere,269760,siete,V,prep
12931,essere,269760,esseri,S,conj
13295,essere,269760,sono,VA,ROOT
13325,essere,269760,essendo,V,arg
13354,essere,269760,sia,V,aux
13479,essere,269760,stati,VA,conj
13680,essere,269760,siano,VA,conj
13682,essere,269760,sarai,V,arg
13868,essere,269760,sia,VA,sub
13954,essere,269760,ero,V,arg
13972,essere,269760,fossero,VA,aux
13990,essere,269760,essere,VA,ROOT
14065,essere,269760,era,VA,arg
14080,essere,269760,ERO,V,mod_rel
14081,essere,269760,ERA,V,ROOT
14475,essere,269760,stata,VA,pred
14477,essere,269760,Stati,V,ROOT
14590,essere,269760,erano,VA,sub
14669,essere,269760,esser,VA,aux
14740,essere,269760,siano,VA,ROOT
14780,essere,269760,Sono,V,sub
14830,essere,269760,siamo,V,prep
15644,essere,269760,state,V,mod
15727,essere,269760,sarei,V,ROOT
15852,essere,269760,STATE,VA,aux
15898,essere,269760,ESSER-,V,conj
16018,essere,269760,SARANNO,V,sub
16284,essere,269760,essere,S,prep
16471,essere,269760,Saremmo,VA,aux
16596,essere,269760,sarebbe,V,pred
17105,essere,269760,è,VA,mod
17117,essere,269760,erano,V,mod
17239,essere,269760,stati,VA,mod
17616,essere,269760,Saremo,V,ROOT
18207,essere,269760,È,V,conj
18213,essere,269760,è,V,disj
18267,essere,269760,state,VA,pred
18354,essere,269760,fu,V,subj
18361,essere,269760,Eravamo,V,arg
18533,essere,269760,fosse,VA,mod_rel
18805,essere,269760,ESSERE,VA,aux
18842,essere,269760,ESSER-,V,prep
18845,essere,269760,SARà,V,sub
18846,essere,269760,SARà,V,mod_rel
18947,essere,269760,Sia,V,ROOT
19049,essere,269760,state,V,arg
19239,essere,269760,SIA,V,ROOT
19575,essere,269760,fosse,V,subj
19843,essere,269760,stata,V,prep
20033,essere,269760,sono,V,disj
20189,essere,269760,Ero,V,aux
20262,essere,269760,erano,VA,ROOT
20388,essere,269760,erano,V,prep
21029,essere,269760,eravamo,V,mod
21055,essere,269760,SIETE,V,mod_rel
21203,essere,269760,stato,VA,mod_rel
21363,essere,269760,ERA,VA,aux
21366,essere,269760,ESSERE,V,sub
21377,essere,269760,ESSENDO,V,ROOT
21550,essere,269760,Fu,V,aux
21695,essere,269760,Sarà,V,arg
21869,essere,269760,erano,VA,conj
22031,essere,269760,essendo,V,mod_rel
22062,essere,269760,stata,VA,mod_rel
22564,essere,269760,essere,V,mod
22792,essere,269760,ero,V,mod
22794,essere,269760,SONO,V,arg
22810,essere,269760,sono,V,aux
22874,essere,269760,state,V,subj
22974,essere,269760,eravamo,VA,conj
23093,essere,269760,siete,V,arg
23314,essere,269760,sarebbe,V,_
23595,essere,269760,Furono,V,conj
23813,essere,269760,erano,VA,mod
23880,essere,269760,erano,VA,modal
23987,essere,269760,sei,V,conj
23995,essere,269760,fossimo,V,conj
24030,essere,269760,fossero,V,mod
24031,essere,269760,fosse,VA,mod
24160,essere,269760,Sei,V,ROOT
24859,essere,269760,sia,V,disj
24950,essere,269760,saremmo,VA,sub
25074,essere,269760,ERANO,V,arg
25185,essere,269760,sono,V,pred
25335,essere,269760,siate,V,ROOT
25620,essere,269760,Sii,V,ROOT
25702,essere,269760,Essere,V,prep
25953,essere,269760,Stato,V,mod_rel
26179,essere,269760,Essendo,V,ROOT
26308,essere,269760,sei,V,mod
26997,essere,269760,furono,V,aux
27629,essere,269760,STATE,V,ROOT
27801,essere,269760,essendo-,V,ROOT
28206,essere,269760,Sono,V,mod_rel
28312,essere,269760,fu,V,mod
28376,essere,269760,essendo,V,pred
28436,essere,269760,fosse,V,subj_pass
28656,essere,269760,essere,S,pred
28973,essere,269760,sarà,V,pred
28983,essere,269760,sii,V,mod
29090,essere,269760,saranno,V,subj
29236,essere,269760,essendo-,V,arg
29423,essere,269760,era,VA,mod
29599,essere,269760,fossimo,V,aux
30176,essere,269760,sono,VA,mod
30598,essere,269760,saremo,V,prep
30885,essere,269760,Erano,V,conj
31303,essere,269760,è,VA,_
31318,essere,269760,Stati,V,sub
31368,essere,269760,STATA,V,ROOT
31779,essere,269760,esseri,S,mod
32016,essere,269760,SEI,V,sub
32030,essere,269760,ESSERE,V,ROOT
32033,essere,269760,esseri,S,pred
32834,essere,269760,STATA,V,sub
32835,essere,269760,ESSERE,V,arg
32840,essere,269760,SAREBBE,V,sub
32844,essere,269760,SIETE,V,sub
32849,essere,269760,FOSSE,V,sub
32850,essere,269760,SONO,V,sub
32851,essere,269760,ERA,V,conj
32854,essere,269760,SAREBBE,V,ROOT
33064,essere,269760,eravamo,V,conj
33066,essere,269760,sarei,V,prep
33125,essere,269760,sarai,V,mod_rel
33147,essere,269760,esseri,S,ROOT
33216,essere,269760,sei,V,arg
33822,essere,269760,Siano,V,ROOT
33968,essere,269760,Siamo,V,conj
34070,essere,269760,saremo,V,arg
34138,essere,269760,stati,VA,ROOT
34205,essere,269760,saranno,VA,conj
34390,essere,269760,stato,V,aux
34481,essere,269760,Saranno,V,prep
34535,essere,269760,essendo,V,aux
34817,essere,269760,saranno,V,prep
34831,essere,269760,fossero,V,pred
35035,essere,269760,Sia,VA,aux
35857,essere,269760,fosse,VA,conj
35982,essere,269760,siamo,V,pred
36200,essere,269760,saremmo,VA,conj
36245,essere,269760,esser,V,conj
36436,essere,269760,Sarebbe,V,arg
36569,essere,269760,Stato,V,pred
37093,essere,269760,siamo,V,disj
37193,essere,269760,State,V,mod
37374,essere,269760,stati,V,prep
37462,essere,269760,Esser,V,ROOT
37594,essere,269760,Essendo,V,arg
37658,essere,269760,È,V,mod
37824,essere,269760,Ero,V,conj
38331,essere,269760,esser-,V,pred
38538,essere,269760,Era,VA,ROOT
38557,essere,269760,stata,V,mod
38563,essere,269760,ero,VA,mod_rel
38637,essere,269760,fui,VA,ROOT
38668,essere,269760,sarai,V,ROOT
38928,essere,269760,siate-,V,conj
39018,essere,269760,saresti,V,arg
39019,essere,269760,sei,V,aux
39093,essere,269760,Sarò,V,conj
39099,essere,269760,era,VA,sub
39132,essere,269760,Era,V,sub
39188,essere,269760,sii,V,conj
39296,essere,269760,sarà,V,disj
39309,essere,269760,sarai,V,mod
39322,essere,269760,Fu,V,conj
39495,essere,269760,Siamo,V,mod_rel
39540,essere,269760,era,V,subj
39547,essere,269760,è,V,_
39823,essere,269760,sarebbero,V,mod
40418,essere,269760,Sono,VA,ROOT
40491,essere,269760,fosse,V,mod
40724,essere,269760,SIAMO,V,arg
41288,essere,269760,Sarà,V,aux
43038,essere,269760,STATA,V,pred
43047,essere,269760,STATA,V,conj
46856,essere,269760,è,VA,obj
46953,essere,269760,sarò,V,mod
48693,essere,269760,state,V,prep
48793,essere,269760,ero,V,subj_pass
49468,essere,269760,Siate,V,ROOT
49798,essere,269760,State,VA,aux
50007,essere,269760,eravamo,VA,ROOT
50268,essere,269760,fu,VA,mod
51478,essere,269760,è,VA,arg
52260,essere,269760,sia,VA,pred
52877,essere,269760,SIAMO,V,mod
53180,essere,269760,Stata,V,conj
53183,essere,269760,Stata,VA,aux
53249,essere,269760,Sarai,V,ROOT
53343,essere,269760,sarebbe,VA,mod_rel
53373,essere,269760,sarei,V,mod_rel
53443,essere,269760,Fosse,V,aux
53640,essere,269760,siano,V,subj
53801,essere,269760,saremmo,VA,mod
54402,essere,269760,saranno,VA,ROOT
54900,essere,269760,era,VA,modal
55561,essere,269760,sarebbero,VA,mod_rel
56238,essere,269760,stati,V,subj
56289,essere,269760,Sarà,V,conj
56911,essere,269760,Stato,V,disj
57855,essere,269760,State,V,ROOT
58395,essere,269760,SIETE,V,conj
58547,essere,269760,Sono,V,conj
59553,essere,269760,siamo,VA,mod
59739,essere,269760,Stato,V,subj_pass
61138,essere,269760,ero,VA,conj
61589,essere,269760,Sarebbe,V,conj
61828,essere,269760,fosse,VA,ROOT
62110,essere,269760,Era,V,mod
63078,essere,269760,STATE,V,sub
63978,essere,269760,fossimo,V,arg
64146,essere,269760,Fui,VA,aux
64561,essere,269760,erano,V,subj
65027,essere,269760,eravamo,V,subj_pass
65263,essere,269760,fu,V,aux
65311,essere,269760,sarà,V,subj
65450,essere,269760,Saremo,V,arg
67204,essere,269760,sarebbe,V,aux
67806,essere,269760,Essere,V,mod_rel
68754,essere,269760,ERO,VA,aux
69327,essere,269760,Siano,V,mod
69678,essere,269760,Siete,V,mod
70812,essere,269760,Essendo,V,subj
71614,essere,269760,Saranno,V,mod_rel
71968,essere,269760,è,VA,modal
72885,essere,269760,Fui,VA,ROOT
73647,essere,269760,Sarei,V,arg
74140,essere,269760,Erano,V,arg
74922,essere,269760,essendo,V,_
75433,essere,269760,ero,VA,mod
76203,essere,269760,saresti,V,ROOT
76402,essere,269760,siano,V,disj
76750,essere,269760,ero,V,subj
76816,essere,269760,esseri,S,sub
77811,essere,269760,stato,VA,conj
78111,essere,269760,fosse,V,disj
80771,essere,269760,saremmo,VA,mod_rel
81425,essere,269760,sia,VA,arg
81748,essere,269760,Fu,VA,ROOT
81982,essere,269760,SIAMO,V,aux
83151,essere,269760,Sarebbe,V,mod
83239,essere,269760,essere,VA,arg
83430,essere,269760,sarei,V,aux
83481,essere,269760,Ero,V,mod
84013,essere,269760,Siete,V,conj
84084,essere,269760,STATA,VA,aux
84477,essere,269760,È,V,sub
84500,essere,269760,sono,V,_
85079,essere,269760,Siamo,V,mod
85379,essere,269760,Saremmo,VA,ROOT
85871,essere,269760,state,VA,mod
86999,essere,269760,Sarebbe,V,mod_rel
87008,essere,269760,siamo,VA,sub
87580,essere,269760,siete,V,subj
87627,essere,269760,sarebbero,VA,ROOT
87842,essere,269760,sei,VA,sub
88616,essere,269760,sia,VA,_
88640,essere,269760,sarà,VA,aux
88886,essere,269760,sarà,V,modal
90297,essere,269760,sono,VA,_
91065,essere,269760,esser,V,mod_rel
91160,essere,269760,FU,V,ROOT
91718,essere,269760,siete,V,pred
93043,essere,269760,esser-,VA,subj
94062,essere,269760,Sarebbero,V,mod
94439,essere,269760,Fu,V,pred
95482,essere,269760,Stato,V,sub
95785,essere,269760,ESSER-,V,ROOT
95998,essere,269760,Stati,V,_
98768,essere,269760,Fosse,V,conj
99635,essere,269760,fossi,V,sub
100308,essere,269760,è,V,punc
102171,essere,269760,Essendo-,VA,aux
102550,essere,269760,fossero,V,subj_pass
104868,essere,269760,Fosse,VA,aux
105226,essere,269760,siamo,V,_
105958,essere,269760,Fossimo,V,ROOT
107463,essere,269760,ESSERE,V,conj
107510,essere,269760,sarebbe,VA,mod
108187,essere,269760,stata,VA,sub
109410,essere,269760,Sarebbero,V,arg
109708,essere,269760,FOSSERO,V,sub
109799,essere,269760,SONO,V,prep
109803,essere,269760,ERAVAMO,V,conj
109814,essere,269760,STATO,V,pred
109816,essere,269760,STATO,V,prep
110204,essere,269760,saranno,V,disj
111112,essere,269760,esser,V,disj
111254,essere,269760,saranno,VA,mod
111367,essere,269760,Siamo,V,subj
112646,essere,269760,SIAMO,V,conj
112831,essere,269760,state,VA,conj
113719,essere,269760,sarebbe,V,disj
114469,essere,269760,Essere,V,mod
114816,essere,269760,Saremo,V,mod
115059,essere,269760,essendo-,V,sub
115172,essere,269760,ERANO,V,conj
115174,essere,269760,SIANO,V,sub
115278,essere,269760,sii,V,ROOT
115801,essere,269760,ERO,V,conj
119057,essere,269760,saremo,V,pred
121757,essere,269760,SEI,V,ROOT
123054,essere,269760,sarei,V,mod
124038,essere,269760,ero,V,aux
124424,essere,269760,sarebbero,VA,conj
126320,essere,269760,Sei,V,mod
127291,essere,269760,fossimo,V,prep
127409,essere,269760,FU,V,prep
127410,essere,269760,SIAMO,V,prep
127412,essere,269760,SIAMO,V,mod_rel
127489,essere,269760,essendo-,VA,aux
127531,essere,269760,sia,VA,modal
127636,essere,269760,SAREMO,V,sub
128002,essere,269760,Siete,V,arg
128374,essere,269760,ero,V,pred
128406,essere,269760,sei,V,prep
129606,essere,269760,SIA,VA,aux
130058,essere,269760,STATO,V,conj
131064,essere,269760,esser,V,aux
131562,essere,269760,STATI,VA,aux
131564,essere,269760,ERANO,VA,aux
131572,essere,269760,ERANO,V,mod_rel
131796,essere,269760,sono,VA,pred
132160,essere,269760,SAREBBERO,V,sub
132164,essere,269760,SARÀ,V,mod_rel
135226,essere,269760,ESSENDO,V,conj
135690,essere,269760,siamo,V,subj
136925,essere,269760,saranno,VA,sub
137084,essere,269760,Essendo-,V,ROOT
137646,essere,269760,SIANO,V,mod_rel
138466,essere,269760,SAREI,V,ROOT
139221,essere,269760,saranno,V,aux
141259,essere,269760,Sei,V,prep
141431,essere,269760,Sei,V,conj
141458,essere,269760,essere,S,subj
141940,essere,269760,Fossero,V,ROOT
142938,essere,269760,ESSERI,S,prep
143199,essere,269760,esser,V,subj_pass
143317,essere,269760,sarebbero,V,pred
143359,essere,269760,siete,V,disj
144835,essere,269760,ERANO,V,sub
145762,essere,269760,sarebbero,VA,sub
146126,essere,269760,Sarei,V,conj
148273,essere,269760,Stati,V,pred
149474,essere,269760,sarò,V,prep
150330,essere,269760,eravamo,VA,mod_rel
151097,essere,269760,esser-,VA,prep
152508,essere,269760,stata,V,subj_pass
154323,essere,269760,Esseri,S,ROOT
157231,essere,269760,essere,V,subj_pass
158927,essere,269760,È,V,aux
161210,essere,269760,Stato,VA,prep
165108,essere,269760,Era,V,prep
169101,essere,269760,era,V,disj
170650,essere,269760,Sia,V,sub
172465,essere,269760,erano,V,disj
172758,essere,269760,ero,V,prep
173492,essere,269760,sia,V,subj_pass
175056,essere,269760,eravamo,V,subj
175290,essere,269760,sarai,V,sub
175432,essere,269760,Saranno,V,arg
175914,essere,269760,essendo,V,prep
176056,essere,269760,SOno,VA,aux
176137,essere,269760,eravamo,V,aux
180414,essere,269760,SIETE,V,ROOT
180532,essere,269760,STATO,V,mod_rel
181524,essere,269760,SARà,V,conj
181526,essere,269760,SIA,V,arg
181610,essere,269760,STATI,V,conj
181611,essere,269760,ESSERE,VA,prep
183614,essere,269760,Sarà,V,mod_rel
184855,essere,269760,SEI,V,conj
186061,essere,269760,sei,V,pred
187585,essere,269760,ESSER-,V,arg
189579,essere,269760,essendo-,V,subj
191356,essere,269760,SIETE,V,mod
191965,essere,269760,state,V,aux
195028,essere,269760,Sia,V,mod
199990,essere,269760,Ero,V,arg
201106,essere,269760,SONO,V,subj
202024,essere,269760,ERA,VA,mod_rel
203274,essere,269760,SAREBBE,V,conj
204225,essere,269760,stati,VA,pred
204613,essere,269760,Siete,V,sub
207384,essere,269760,sei,V,subj_pass
207909,essere,269760,Fossero,V,arg
207984,essere,269760,SARANNO,V,conj
207994,essere,269760,SIANO,V,conj
208300,essere,269760,SARANNO,V,subj
208316,essere,269760,Sarei,V,mod
208526,essere,269760,siate,V,mod_rel
208746,essere,269760,SEI,V,mod_rel
208895,essere,269760,stato,V,disj
208988,essere,269760,Sarebbe,V,aux
209157,essere,269760,SAREBBERO,V,conj
209267,essere,269760,SAREBBE,V,mod_rel
209274,essere,269760,SARò,V,conj
209385,essere,269760,Sarà,V,mod
210015,essere,269760,stato,VA,pred
210600,essere,269760,FOSSE,V,conj
210654,essere,269760,fossimo,V,subj_pass
210710,essere,269760,fui,VA,mod_rel
