,LEMMA,freq,FORM,POSTAG,DEPREL
4020896,Melvin,9,Melvin,SP,conj
4020898,Luka,9,Luka,SP,mod
4020904,khmer,9,Khmer,A,sub
4020905,Kemal,9,Kemal,SP,mod
4020914,Iorio,9,Iorio,SP,prep
4020916,Iorio,9,Iorio,SP,mod
4020918,Iorio,9,Iorio,SP,conj
4020919,Iorio,9,Iorio,SP,ROOT
4020920,INIZIO,9,INIZIO,SP,prep
4020921,Hoecke,9,Hoecke,SP,ROOT
4020923,Hoecke,9,Hoecke,SP,mod
4020931,Hoecke,9,Hoecke,SP,sub
4020934,Hoecke,9,Hoecke,SP,concat
4020939,Hoecke,9,Hoecke,SP,prep
4020944,Hoecke,9,Hoecke,SP,conj
4020968,Hoecke,9,Hoecke,SP,subj
4021125,Heike,9,Heike,SP,mod
4021129,Heike,9,heike,SP,mod
4021131,Heike,9,heike,SP,conj
4021252,Heike,9,Heike,SP,obj
4021278,Gaiden,9,Gaiden,SP,prep
4021281,fibbia,9,fibbia,S,conj
4021282,fibbia,9,Fibbia,S,mod
4021283,fibbia,9,fibbia,S,obj
4021284,fibbia,9,fibbia,S,prep
4021285,fibbia,9,fibbie,S,conj
4021289,fibbia,9,fibbie,S,prep
4021291,during,9,during,S,mod
4021296,during,9,during,S,prep
4021300,during,9,during,S,ROOT
4021314,Deacon,9,Deacon,SP,subj
4021315,Deacon,9,Deacon,SP,ROOT
4021316,Deacon,9,Deacon,SP,conj
4021317,Deacon,9,Deacon,SP,prep
4021318,Deacon,9,Deacon,SP,sub
4021321,Deacon,9,Deacon,SP,obj
4021323,Deacon,9,Deacon,SP,mod
4021336,Darby,9,Darby,SP,prep
4021339,Darby,9,Darby,SP,ROOT
4021342,Darby,9,Darby,SP,subj
4021344,Chiusa,9,Chiusa,SP,prep
4021345,Chiusa,9,Chiusa,SP,subj
4021348,Chiusa,9,Chiusa,SP,mod
4021349,Chiusa,9,Chiusa,SP,ROOT
4021355,Cerchi,9,Cerchi,SP,pred
4021356,Centri,9,,,
4021357,Cella,9,Cella,SP,mod
4021359,Cella,9,Cella,SP,conj
4021360,Cart,9,cart,SP,prep
4021361,Cart,9,CART,SP,mod
4021364,Caorle,9,Caorle,SP,conj
4021365,Caorle,9,Caorle,SP,prep
4021372,burst,9,burst,SW,concat
4021382,burst,9,burst,S,prep
4021389,burst,9,burst,S,subj
4021390,Bible,9,,,
4021391,Benché,9,Benché,SP,mod
4021392,Benché,9,Benché,CC,con
4021395,Benché,9,Benché,CC,ROOT
4021397,Asuka,9,,,
4021398,Astor,9,Astor,SP,mod
4021401,Astor,9,Astor,SP,prep
4021405,Astor,9,ASTOR,SP,mod
4021406,Annali,9,Annali,SP,conj
4021407,ancona,9,Ancona,S,subj
4021408,ancona,9,Ancona,S,mod
4021412,ancona,9,Ancona,S,prep
4021413,ancona,9,Ancona,S,conj
4021415,ancona,9,Ancona,S,ROOT
4021447,ancona,9,ancona,S,prep
4021448,al-Din,9,al-Din,N,mod
4021449,Ultimi,9,,,
4021450,sutra,9,,,
4021451,salvia,9,salvia,S,prep
4021452,salvia,9,salvia,S,mod
4021454,salvia,9,Salvia,S,mod
4021455,salvia,9,salvia,S,conj
4021459,salvia,9,Salvia,S,subj
4021465,salvia,9,salvia,S,subj
4021467,Rojas,9,Rojas,S,prep
4021468,Rojas,9,Rojas,S,subj
4021469,Rojas,9,Rojas,SP,mod
4021471,Rojas,9,Rojas,SP,subj
4021476,Rojas,9,Rojas,SP,prep
4021477,Rojas,9,Rojas,SP,ROOT
4021479,Rojas,9,Rojas,SP,conj
4021498,Reuss,9,Reuss,SP,mod
4021500,Reuss,9,Reuss,SP,prep
4021501,Reuss,9,Reuss,SP,subj
4021502,queen,9,queen,V,ROOT
4021503,quarta,9,quarta,S,obj
4021504,quarta,9,quarta,S,prep
4021505,quarta,9,quarta,S,mod
4021506,quarta,9,quarta,N,prep
4021510,quarta,9,quarta,S,subj_pass
4021519,quarta,9,quarta,S,pred
4021523,quarta,9,quarta,S,conj
4021529,quarta,9,quarta,S,ROOT
4021537,quarta,9,quarta,S,subj
4021591,quarta,9,quarte,S,obj
4021592,quarta,9,quarte,S,conj
4021594,Playa,9,Playa,SP,prep
4021595,Playa,9,Playa,SP,mod
4021601,Playa,9,Playa,SP,obj
4021603,Playa,9,Playa,SP,subj
4021604,pirite,9,pirite,S,prep
4021605,pirite,9,pirite,S,conj
4021607,Ping,9,Ping,SP,mod
4021608,Ping,9,Ping,SP,subj
4021613,olmo,9,olmo,S,prep
4021614,olmo,9,Olmo,S,mod
4021615,olmo,9,Olmo,S,prep
4021617,olmo,9,Olmo,S,ROOT
4021622,olmo,9,olmo,S,ROOT
4021623,object,9,object,S,conj
4021624,object,9,object,S,mod
4021626,object,9,object,S,ROOT
4021630,object,9,object,S,obj
4021632,object,9,object,S,subj
4021634,object,9,object,SW,mod
4021637,object,9,object,S,prep
4021640,object,9,object,SW,subj
4021648,object,9,object,S,concat
4021651,object,9,object,SW,ROOT
4021652,Nugent,9,,,
4021653,mundo,9,mundo,S,prep
4021655,mundo,9,mundo,S,mod
4021658,mundo,9,mundo,S,ROOT
4021664,mundo,9,mundo,A,mod
4021668,mundo,9,mundo,S,concat
4021676,Motori,9,Motori,SP,mod
4021677,Motori,9,Motori,SP,prep
4021679,Mötley,9,,,
4021680,Miura,9,Miura,SP,mod
4021682,Miura,9,Miura,SP,prep
4021690,Miura,9,Miura,SP,sub
4021695,Miura,9,Miura,SP,pred
4021696,Miura,9,Miura,SP,ROOT
4021700,Miura,9,Miura,SP,conj
4021701,Miura,9,Miura,SP,obj
4021703,Miura,9,Miura,SP,subj
4021704,Mila,9,Mila,SP,ROOT
4021705,Lhasa,9,Lhasa,SP,prep
4021706,Lhasa,9,Lhasa,SP,ROOT
4021708,Kyoko,9,,,
4021709,Kunst,9,Kunst,SP,prep
4021710,Kelley,9,Kelley,SP,mod
4021712,Kelley,9,Kelley,SP,prep
4021715,Kelley,9,Kelley,SP,ROOT
4021716,Kelley,9,Kelley,SP,subj
4021720,Kelley,9,Kelley,SP,conj
4021725,help,9,help,S,prep
4021726,help,9,help,S,mod
4021728,help,9,help,S,ROOT
4021729,help,9,help,S,conj
4021732,help,9,help,S,comp
4021752,Greed,9,Greed,SP,conj
4021753,glieli,9,glieli,PC,obj
4021754,glieli,9,GLIELI,PC,obj
4021767,glieli,9,glieli,PC,comp_ind
4021773,glieli,9,glieli,PC,clit
4021775,glieli,9,Glieli,PC,obj
4021776,glieli,9,glieli,PC,comp
4021779,glieli,9,glieli,PC,conj
4021791,Gironi,9,,,
4021792,front,9,front,S,prep
4021793,front,9,front,S,obj
4021794,front,9,front,A,mod
4021798,front,9,front,S,subj
4021802,front,9,front,S,mod
4021804,front,9,front,SW,prep
4021806,front,9,front,SW,mod
4021808,Eris,9,Eris,SP,subj
4021809,Eris,9,Eris,SP,prep
4021810,Eris,9,Eris,SP,obj
4021814,energy,9,energy,S,mod
4021815,energy,9,energy,S,obj
4021817,energy,9,energy,SA,subj
4021818,energy,9,energy,S,prep
4021820,energy,9,energy,SW,mod
4021821,energy,9,energy,S,subj
4021823,Emerso,9,,,
4021824,Duty,9,Duty,SP,mod
4021825,Duty,9,Duty,SP,conj
4021826,Dear,9,Dear,SP,mod
4021828,Dear,9,Dear,SP,subj
4021830,Cerda,9,Cerda,SP,mod
4021831,Cerda,9,Cerda,SP,conj
4021833,Cerda,9,Cerda,SP,prep
4021834,Cerda,9,Cerda,SP,subj
4021837,Cavese,9,Cavese,SP,mod
4021838,Cavese,9,Cavese,SP,ROOT
4021840,caelo,9,,,
4021841,caeli,9,caeli,A,mod
4021842,Brandi,9,,,
4021843,Blitz,9,Blitz,SP,mod
4021845,Bison,9,Bison,SP,obj
4021846,Bison,9,Bison,SP,mod
4021847,Bison,9,Bison,SP,pred
4021848,Bison,9,Bison,SP,prep
4021850,Bison,9,Bison,SP,subj
4021855,bass,9,bass,S,mod
4021858,bass,9,bass,S,prep
4021861,Zombi,9,,,
4021862,zappa,9,zappa,S,obj
4021864,zappa,9,Zappa,S,prep
4021868,zappa,9,zappa,S,conj
4021870,zappa,9,zappa,S,subj
4021871,zappa,9,zappa,S,mod
4021874,zappa,9,zappa,S,prep
4021885,zappa,9,zappe,S,prep
4021888,zappa,9,zappe,S,conj
4021894,zappa,9,zappe,S,disj
4021899,zappa,9,zappa,S,ROOT
4021901,Tuccio,9,Tuccio,SP,mod
4021902,Tuccio,9,Tuccio,SP,obj
4021903,Tuccio,9,Tuccio,SP,subj
4021911,Tuccio,9,Tuccio,SP,conj
4021912,Tuccio,9,Tuccio,SP,pred
4021914,Tuccio,9,Tuccio,SP,prep
4021946,Tuccio,9,Tuccio,SP,subj_pass
4021947,Tuccio,9,Tuccio,V,arg
4021953,Tuccio,9,Tuccio,SP,ROOT
4021969,Tuccio,9,Tuccio,I,ROOT
4021988,Tuccio,9,Tuccio,V,mod_rel
4021991,Tuccio,9,Tuccio,I,mod
4022007,Tuccio,9,Tuccio,CS,mod
4022008,Tuccio,9,Tuccio,DI,mod
4022018,Tuccio,9,Tuccio,N,mod
4022066,tree,9,tree,S,ROOT
4022072,tree,9,tree,S,mod
4022073,tree,9,tree,S,prep
4022085,tree,9,tree,S,conj
4022095,tree,9,tree,SA,prep
4022099,tree,9,tree,A,mod
4022104,Tabula,9,Tabula,DI,mod
4022105,Tabula,9,Tabula,VA,aux
4022109,Sironi,9,Sironi,SP,conj
4022110,Sironi,9,Sironi,SP,subj
4022111,Sironi,9,Sironi,SP,mod
4022114,Sironi,9,Sironi,SP,ROOT
4022115,Sironi,9,Sironi,SP,prep
4022129,Sensei,9,,,
4022130,Rowan,9,,,
4022131,river,9,river,S,mod
4022133,river,9,river,S,conj
4022134,river,9,river,S,obj
4022135,Renée,9,Renée,SP,mod
4022137,Renée,9,Renée,SP,subj
4022138,Puffi,9,Puffi,S,subj_pass
4022140,Puffi,9,Puffi,SP,prep
4022142,plan,9,plan,S,mod
4022149,plan,9,plan,S,prep
4022150,plan,9,plan,S,obj
4022163,plan,9,plan,S,subj
4022165,plan,9,plan,S,conj
4022172,pira,9,Pira,S,subj
4022173,pira,9,Pira,S,prep
4022175,pira,9,pira,S,prep
4022176,pira,9,pire,S,conj
4022179,pira,9,pira,S,obj
4022180,pira,9,pire,S,subj
4022181,pira,9,pira,S,mod
4022182,Patch,9,Patch,SP,mod
4022183,Patch,9,Patch,SP,prep
4022184,Origin,9,,,
4022185,morena,9,morena,S,obj
4022186,morena,9,morene,S,prep
4022187,morena,9,Morena,S,mod
4022189,morena,9,Morena,S,conj
4022190,morena,9,Morena,S,ROOT
4022195,morena,9,Morena,S,prep
4022203,morena,9,morena,S,conj
4022210,morena,9,Morena,S,obj
4022212,morena,9,Morena,S,subj
4022239,morena,9,morena,S,prep
4022241,Mile,9,Mile,SP,mod
4022242,Mile,9,Mile,SP,prep
4022249,Mile,9,Mile,SP,conj
4022250,Mexes,9,Mexes,SP,subj
4022251,Mexes,9,Mexes,SP,conj
4022253,Mexes,9,Mexes,SP,prep
4022258,Mexes,9,Mexes,SP,ROOT
4022266,Mexes,9,Mexes,SP,mod
4022273,Mexes,9,Mexes,I,mod
4022274,Mexes,9,Mexes,S,subj
4022346,mana,9,mana,S,prep
4022348,mana,9,mana,S,mod
4022350,mana,9,mana,A,mod
4022351,mana,9,mana,S,obj
4022354,Latsch,9,Latsch,SP,ROOT
4022357,Latsch,9,Latsch,SP,concat
4022358,Latsch,9,Latsch,SP,mod
4022362,Latsch,9,Latsch,SP,prep
4022377,Latsch,9,Latsch,SP,obj
4022405,Latsch,9,Latsch,SP,subj
4022493,Latsch,9,Latsch,SP,conj
4022573,Krebs,9,Krebs,SP,prep
4022577,Krebs,9,Krebs,SP,mod
4022578,Jens,9,Jens,SP,mod
4022592,italy,9,,,
4022593,Huber,9,Huber,SP,mod
4022613,Huber,9,Huber,SP,prep
4022614,Huber,9,Huber,SP,subj
4022616,gentil,9,gentil,S,prep
4022617,gentil,9,gentil,S,subj
4022619,gentil,9,gentil,A,mod
4022626,Faye,9,Faye,SP,mod
4022627,Fabi,9,Fabi,SP,mod
4022628,Fabi,9,Fabi,SP,prep
4022629,Fabi,9,Fabi,SP,subj
4022632,Fabi,9,Fabi,SP,subj_pass
4022637,Ewan,9,Ewan,SP,obj
4022638,Ewan,9,Ewan,SP,subj
4022639,Ewan,9,Ewan,SP,conj
4022640,Ewan,9,Ewan,SP,mod
4022641,Erbe,9,Erbe,SP,mod
4022642,Cove,9,Cove,SP,prep
4022644,Cove,9,Cove,SP,subj
4022648,Corser,9,,,
4022649,Boxe,9,,,
4022650,Bounty,9,Bounty,SP,ROOT
4022654,Bounty,9,Bounty,SP,prep
4022655,Bounty,9,Bounty,SP,conj
4022656,Blast,9,,,
4022657,Babila,9,Babila,SP,mod
4022658,Babila,9,Babila,SP,prep
4022666,Babila,9,Babila,SP,subj
4022670,Babila,9,Babila,SP,obj
4022682,Asuma,9,,,
4022683,assira,9,assira,A,mod
4022687,assira,9,assira,S,mod
4022688,assira,9,assira,V,ROOT
4022699,Alter,9,Alter,SP,mod
4022701,Alter,9,Alter,SP,subj
4022706,agone,9,agone,S,subj
4022707,agone,9,agone,S,prep
4022709,agone,9,agone,S,obj
4022723,agone,9,agoni,S,mod
4022724,agone,9,agoni,S,prep
4022725,agone,9,agone,S,conj
4022731,Zanobi,9,Zanobi,SP,prep
4022732,Yukon,9,Yukon,SP,conj
4022733,Yugi,9,Yugi,SP,subj
4022734,Yugi,9,Yugi,SP,prep
4022735,Yugi,9,Yugi,SP,mod
4022741,Yugi,9,Yugi,SP,ROOT
4022742,Tutsi,9,Tutsi,SP,conj
4022743,Tutsi,9,Tutsi,SP,ROOT
4022744,Tutsi,9,Tutsi,SP,mod
4022745,Tutsi,9,Tutsi,SP,prep
4022749,Tong,9,Tong,SP,mod
4022752,sushi,9,sushi,S,prep
4022754,sushi,9,sushi,S,subj
4022758,sushi,9,sushi,S,mod
4022759,sushi,9,sushi,S,obj
4022775,sushi,9,sushi,A,mod
4022779,sushi,9,sushi,PI,pred
4022781,sushi,9,sushi,S,conj
4022783,sushi,9,sushi,B,mod
4022784,sushi,9,sushi,S,ROOT
4022792,Streep,9,Streep,SP,mod
4022793,Streep,9,Streep,SP,subj
4022794,Streep,9,Streep,SP,conj
4022795,Streep,9,Streep,SP,prep
4022796,smacco,9,smacco,S,obj
4022798,smacco,9,smacco,S,subj
4022799,smacco,9,smacco,S,ROOT
4022802,smacco,9,smacchi,S,prep
4022810,smacco,9,smacco,S,prep
4022815,smacco,9,smacco,S,pred
4022827,Scania,9,Scania,SP,subj
4022828,Scania,9,Scania,SP,mod
4022829,Scania,9,Scania,SP,prep
4022837,sand,9,sand,S,mod
4022840,Prinz,9,prinz,SP,obj
4022841,Prinz,9,Prinz,SP,mod
4022842,poiana,9,poiana,S,subj
4022844,poiana,9,poiana,S,prep
4022845,poiana,9,poiana,S,conj
4022846,poiana,9,poiana,S,mod
4022847,ping,9,ping,S,prep
4022849,ping,9,ping,S,mod
4022850,ping,9,ping,S,ROOT
4022856,ping,9,ping,S,mod_temp
4022858,ping,9,ping,S,subj
4022870,ping,9,ping,S,conj
4022878,outing,9,outing,S,prep
4022879,outing,9,outing,S,obj
4022886,oretta,9,oretta,S,mod_temp
4022887,oretta,9,oretta,S,mod
4022888,oretta,9,oretta,S,prep
4022892,oretta,9,oretta,S,subj
4022893,oretta,9,oretta,S,obj
4022896,oretta,9,oretta,S,pred
4022898,oretta,9,oretta,A,mod
4022900,oretta,9,oretta,S,subj_pass
4022919,oplita,9,Opliti,S,prep
4022920,oplita,9,opliti,S,prep
4022921,oplita,9,opliti,S,subj
4022923,oplita,9,oplita,S,prep
4022924,Morro,9,,,
4022925,mitosi,9,mitosi,S,prep
4022929,mitosi,9,mitosi,S,subj
4022931,mitosi,9,mitosi,S,obj
4022934,mitosi,9,mitosi,S,mod
4022941,Melzi,9,Melzi,SP,prep
4022943,Melzi,9,Melzi,SP,subj
4022944,Melzi,9,Melzi,SP,mod
4022947,Mazzi,9,Mazzi,SP,prep
4022948,Mazzi,9,Mazzi,SP,mod
4022949,Ledro,9,Ledro,SP,prep
4022952,Kidd,9,Kidd,SP,obj
4022953,Kidd,9,Kidd,SP,subj
4022955,Kidd,9,Kidd,SP,prep
4022956,Kidd,9,Kidd,SP,ROOT
4022957,Kidd,9,Kidd,SP,mod
4022959,Kidd,9,Kidd,SP,subj_pass
4022963,Jaden,9,Jaden,SP,mod
4022965,Jaden,9,Jaden,SP,prep
4022968,Irwin,9,Irwin,SP,subj
4022972,III',9,III',SP,mod
4022973,III',9,III',SP,ROOT
4022974,III',9,III',SP,pred
4022975,III',9,III',SP,prep
4022976,III',9,III',SP,obj
4022984,III',9,III',SP,conj
4022992,grip,9,grip,N,mod
4022993,grip,9,grip,S,subj
4022995,grip,9,grip,A,mod
4022996,grip,9,grip,S,conj
4022999,grip,9,grip,S,prep
4023001,grip,9,grip,S,obj
4023021,grip,9,grip,S,ROOT
4023022,grip,9,grip,S,subj_pass
4023029,grip,9,grip,S,mod
4023030,grip,9,grip,S,concat
4023031,filler,9,filler,S,obj
4023032,filler,9,filler,S,mod
4023037,Egon,9,Egon,SP,mod
4023040,Egon,9,Egon,SP,obj
4023041,Dizzy,9,Dizzy,SP,mod
4023045,Clero,9,Clero,SP,prep
4023048,Cascio,9,Cascio,SP,prep
4023050,Cascio,9,Cascio,SP,mod
4023056,Bunker,9,Bunker,SP,mod
4023058,Brivio,9,Brivio,SP,conj
4023062,Brivio,9,Brivio,SP,prep
4023067,Brivio,9,Brivio,SP,mod
4023068,Brevi,9,Brevi,SP,ROOT
4023071,Brevi,9,Brevi,SP,mod
4023072,Brevi,9,Brevi,SP,subj
4023074,Brevi,9,Brevi,VM,ROOT
4023079,Brevi,9,Brevi,SP,conj
4023120,Boone,9,Boone,SP,mod
4023121,Boone,9,Boone,SP,obj
4023122,Boone,9,Boone,SP,prep
4023123,Boone,9,Boone,SP,subj
4023129,Boone,9,Boone,SP,ROOT
4023130,Boone,9,Boone,SP,conj
4023132,Attore,9,,,
4023133,Aranci,9,,,
4023134,Annual,9,,,
4023135,ammina,9,Ammine,S,prep
4023136,ammina,9,ammine,S,subj
4023137,ammina,9,ammine,S,pred
4023138,ammina,9,ammine,S,prep
4023144,ammina,9,ammine,S,ROOT
4023146,ammina,9,ammina,S,mod
4023149,ammina,9,ammina,S,prep
4023151,ammina,9,ammina,S,subj
4023172,Yorker,9,Yorker,SP,concat
4023174,Velo,9,Velo,SP,mod
4023177,Velo,9,Velo,SP,conj
4023178,ugual,9,ugual,N,mod
4023180,ugual,9,ugual,S,prep
4023181,ugual,9,ugual,DQ,mod
4023182,ugual,9,ugual,S,mod
4023185,ugual,9,ugual,EA,comp
4023187,Shake,9,Shake,SP,mod
4023188,Ruhr,9,Ruhr,SP,prep
4023190,Ruhr,9,Ruhr,SP,mod
4023193,Ruhr,9,Ruhr,SP,obj
4023197,rodare,9,rodato,V,mod
4023198,rodare,9,rodate,V,mod
4023199,rodare,9,rodati,V,mod
4023200,rodare,9,rodate,V,conj
4023201,rodare,9,Rodano,V,conj
4023202,rodare,9,Rodano,V,ROOT
4023205,rodare,9,Rodo,V,conj
4023206,rodare,9,RODANO,V,ROOT
4023208,rodare,9,roda,V,arg
4023210,rodare,9,rodata,V,mod
4023211,rodare,9,rodare,V,prep
4023212,rodare,9,rodato,V,prep
4023213,rodare,9,rodati,V,pred
4023214,rodare,9,rodare,V,arg
4023215,rodare,9,rodati,V,prep
4023217,rodare,9,rodar-,V,prep
4023218,Regal,9,Regal,SP,mod
4023220,pipì,9,pipì,S,obj
4023225,pipì,9,pipì,S,prep
4023235,pipì,9,pipì,S,subj
4023240,pipì,9,pipì,S,mod
4023256,phylum,9,phylum,SW,prep
4023257,phylum,9,phylum,SW,subj
4023259,phylum,9,phylum,SW,subj_pass
4023261,Petrov,9,Petrov,SP,ROOT
4023262,Petrov,9,Petrov,SP,mod
4023263,Petrov,9,Petrov,SP,subj
4023264,Petrov,9,Petrov,SP,prep
4023273,Penda,9,,,
4023274,osmosi,9,osmosi,S,prep
4023275,osmosi,9,osmosi,S,subj
4023284,osmosi,9,osmosi,S,obj
4023290,Norico,9,,,
4023291,nomea,9,nomea,S,subj
4023292,nomea,9,nomea,S,prep
4023293,nomea,9,nomea,S,obj
4023301,Moige,9,Moige,S,subj
4023302,Moige,9,Moige,SP,subj
4023304,Moige,9,Moige,SP,prep
4023305,Marra,9,Marra,SP,mod
4023306,Marra,9,Marra,SP,conj
4023307,mammut,9,mammut,S,obj
4023308,mammut,9,mammut,S,subj
4023309,mammut,9,mammut,S,conj
4023310,Lille,9,Lille,SP,conj
4023311,Lille,9,Lille,SP,prep
4023318,Lille,9,Lille,SP,mod
4023322,Lille,9,Lille,EA,comp
4023325,Jenna,9,Jenna,SP,prep
4023326,Jenna,9,Jenna,SP,mod
4023329,Jenna,9,jenna,SP,mod
4023331,Jenna,9,Jenna,SP,obj
4023338,iraq,9,,,
4023339,hold,9,hold,S,mod
4023342,hold,9,hold,S,ROOT
4023357,hold,9,hold,V,prep
4023358,hold,9,hold,S,prep
4023359,hold,9,hold,SW,concat
4023361,Foppa,9,Foppa,SP,mod
4023365,Equus,9,Equus,SP,mod
4023366,Equus,9,Equus,SP,ROOT
4023369,dedica,9,dediche,S,subj
4023370,dedica,9,dediche,S,prep
4023371,dedica,9,dedica,S,mod
4023372,dedica,9,dedica,S,prep
4023374,dedica,9,dedica,S,subj
4023377,dedica,9,dedica,S,conj
4023379,dedica,9,dedica,S,obj
4023384,dedica,9,dedica,S,ROOT
4023399,dedica,9,dediche,S,obj
4023401,dedica,9,dediche,S,conj
4023402,dedica,9,dedica,S,sub
4023406,dedica,9,dedica,S,mod_temp
4023422,dedica,9,Dedica,S,mod_temp
4023423,dedica,9,dediche,S,mod
4023433,Casta,9,Casta,SP,prep
4023434,Casta,9,Casta,SP,mod
4023445,Casta,9,Casta,SP,ROOT
4023447,Bracco,9,Bracco,SP,prep
4023448,Bracco,9,Bracco,SP,obj
4023450,Barbra,9,,,
4023451,attack,9,attack,S,mod
4023454,attack,9,attack,S,concat
4023459,attack,9,attack,S,pred
4023471,attack,9,attack,S,prep
4023475,Allman,9,Allman,SP,mod
4023476,Allman,9,Allman,SP,conj
4023480,Allman,9,Allman,SP,ROOT
4023483,Allman,9,Allman,SP,subj
4023504,Allman,9,Allman,SP,concat
4023523,Adidas,9,Adidas,SP,prep
4023525,Adidas,9,Adidas,SP,ROOT
4023526,Adidas,9,Adidas,SP,mod
4023528,Adidas,9,Adidas,SP,subj
4023535,Adidas,9,Adidas,SP,conj
4023539,Adidas,9,Adidas,SP,obj
4023544,Adidas,9,Adidas,SP,pred
4023546,Adidas,9,Adidas,I,mod
4023547,Adidas,9,Adidas,SP,disj
4023550,Acli,9,Acli,SP,mod
4023551,Acli,9,Acli,SP,conj
4023552,Acli,9,Acli,SP,prep
4023557,Acli,9,Acli,SP,subj
4023560,turare,9,tura,V,conj
4023562,turare,9,Turati,V,mod
4023563,turare,9,turano,V,conj
4023564,turare,9,turando-,V,ROOT
4023565,turare,9,turar-,V,prep
4023566,turare,9,turar-,V,conj
4023568,turare,9,turato,V,ROOT
4023569,turare,9,turando-,V,mod
4023571,turare,9,Turati,V,prep
4023572,turare,9,Turi,V,ROOT
4023574,turare,9,turar-,V,mod_rel
4023575,turare,9,Tura,V,arg
4023576,turare,9,tura,V,ROOT
4023577,turare,9,turar-,V,arg
4023582,turare,9,turare,V,prep
4023584,turare,9,turarono,V,ROOT
4023586,turare,9,Turate,V,ROOT
4023587,turare,9,Turi,V,mod
4023589,turare,9,Turi,V,sub
4023608,turare,9,Turi,V,conj
4023619,turare,9,Turi,V,mod_rel
4023623,turare,9,Turi,V,prep
4023624,turare,9,Turi,V,arg
4023645,turare,9,Turi,V,subj
4023652,turare,9,Turi,V,pred
4023670,turare,9,Tura-,V,ROOT
4023678,turare,9,turato,V,sub
4023683,turare,9,Turati,V,conj
4023694,turare,9,turata,V,mod
4023697,turare,9,turare,V,conj
4023698,tris,9,tris,S,mod
4023699,tris,9,tris,S,obj
4023700,tris,9,tris,S,ROOT
4023701,tris,9,Tris,S,prep
4023702,tris,9,tris,S,prep
4023703,tris,9,tris,S,conj
4023715,tris,9,tris,S,subj
4023716,Theme,9,Theme,SP,mod
4023718,Theme,9,Theme,S,subj
4023719,Summa,9,Summa,SP,mod
4023720,Spyker,9,Spyker,SP,prep
4023722,Spyker,9,Spyker,SP,subj
4023725,Spyker,9,Spyker,SP,conj
4023729,Spyker,9,Spyker,SP,mod
4023784,Spyker,9,Spyker,CS,mod
4023788,Spyker,9,Spyker,SP,ROOT
4023793,sony,9,,,
4023794,Solis,9,Solis,SP,mod
4023795,Solis,9,Solis,SP,ROOT
4023796,Solis,9,Solis,SP,subj
4023798,Solis,9,Solis,SP,prep
4023800,Solis,9,Solis,SP,pred
4023810,Solis,9,Solis,SP,conj
4023819,Solis,9,Solis,SP,obj
4023828,Sidi,9,Sidi,SP,mod
4023836,Sabin,9,,,
4023837,SABATO,9,,,
4023838,Riso,9,Riso,SP,prep
4023840,Riso,9,Riso,SP,subj
4023841,Riso,9,Riso,SP,pred
4023844,Regan,9,Regan,SP,ROOT
4023845,Regan,9,Regan,SP,mod
4023847,Regan,9,regan,SP,prep
4023849,Regan,9,Regan,SP,prep
4023850,Regan,9,Regan,SP,subj
4023855,Peck,9,Peck,SP,conj
4023856,Orsay,9,Orsay,SP,prep
4023862,Lotti,9,Lotti,SP,conj
4023864,Lotti,9,Lotti,SP,mod
4023865,Liuzzi,9,Liuzzi,SP,mod
4023867,Liuzzi,9,Liuzzi,SP,prep
4023870,Liuzzi,9,Liuzzi,SP,ROOT
4023874,LEXDC,9,LEXDC,CC,con
4023910,kitsch,9,kitsch,SW,subj
4023911,kitsch,9,kitsch,SW,mod
4023918,kitsch,9,kitsch,SW,conj
4023920,kitsch,9,kitsch,SW,sub
4023922,kitsch,9,Kitsch,SW,ROOT
4023923,kitsch,9,Kitsch,SW,concat
4023934,Inni,9,Inni,SP,prep
4023938,Inni,9,Inni,SP,obj
4023939,Inni,9,Inni,SP,subj
4023940,Inni,9,Inni,SP,mod
4023942,Ibsen,9,,,
4023943,Grifis,9,,,
4023944,Grass,9,Grass,SP,mod
4023945,Grass,9,Grass,SP,prep
4023948,going,9,going,S,mod
4023969,going,9,going,S,concat
4023971,going,9,going,SW,concat
4023975,going,9,going,S,conj
4023976,going,9,going,SW,mod
4023981,going,9,going,S,ROOT
4023983,flow,9,flow,S,mod
4023984,flow,9,flow,S,conj
4023986,flow,9,flow,S,subj
4023987,flow,9,flow,A,mod
4023989,flow,9,flow,SW,mod
4023993,Fett,9,,,
4023994,Fedeli,9,Fedeli,S,ROOT
4023996,Fedeli,9,Fedeli,SP,prep
4023997,Fama,9,,,
4023998,equity,9,equity,S,mod
4023999,equity,9,equity,S,subj
4024001,equity,9,equity,S,prep
4024010,effect,9,effect,S,mod
4024011,effect,9,effect,S,pred
4024012,effect,9,effect,SW,ROOT
4024013,effect,9,effect,SW,mod
4024020,culpa,9,culpa,S,mod
4024021,culpa,9,culpa,V,ROOT
4024023,culpa,9,culpa,S,pred
4024025,culpa,9,culpa,A,mod
4024042,culpa,9,culpa,S,ROOT
4024049,culpa,9,culpa,S,prep
4024052,culpa,9,culpa,S,subj
4024055,culpa,9,culpa,S,conj
4024061,culpa,9,culpa,V,prep
4024073,Cimbri,9,Cimbri,SP,conj
4024074,Chivu,9,Chivu,SP,mod
4024075,Chivu,9,Chivu,SP,ROOT
4024076,Chivu,9,Chivu,SP,prep
